Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
vidhya88,Maths,Computing,250000,Kandy,Kandy,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
mist123,Arts,Music & Drama,90000,Colombo,Rathmalana,Visual Arts - university of visual and performing arts,
gayathri1234,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
akshansh,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
yash.ksagar,Arts,Computing,90000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
vidhi1shah,Maths,Engineering,140000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
s.karansharma01,Maths,Humanities & Science,100000,Matara,Matara,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
vadirajkulkarni,Commerce,Business,100000,Matara,Matara,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
razix,Maths,Business,175000,Matara,Dikwella,International Management - BMS Business Management School,
rohithchoudhary,Science,Music & Drama,170000,Matara,Weligama,Music - university of visual and performing arts,
agarwalraghu1,Maths,Computing,100000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
karthiknm,Commerce,Computing,150000,Gampaha,Negombo,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
abhi603559,Maths,Engineering,150000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
uday.kumar1,Commerce,Business,250000,Matara,Weligama,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
jarjarbinks,Commerce,Computing,150000,Gampaha,Kadawatha,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
hraj17,Arts,Music & Drama,100000,Kandy,Pilimathalawa,Music - university of visual and performing arts,
HardikGandhi,Commerce,Computing,100000,Matara,Matara,Computer Science - General Sir John Kotelawala Defence University,
talemayurv,Arts,Humanities & Science,120000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
akinsas,Science,Architecture,150000,Kandy,Peradeniya,Architects - Sri Lanka Institute of Information Technology(SLIIT),
vinayg,Maths,Engineering,150000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
mkarthik.05,Science,Engineering,150000,Colombo,Thalawathugoda,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
shalini2012,Maths,Architecture,150000,Colombo,Moratuwa,Architects - General Sir John Kotelawala Defence University,
edulixian2190,Commerce,Humanities & Science,175000,Kurunagala,Polgasowita,Law - Sri Lanka Institute of Information Technology(SLIIT),
deepak123,Technology,Computing,150000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ajak6,Commerce,Computing,85000,Kandy,Kandy,Information Technology - Horizon Campus,kandy
geminishru,Arts,Computing,100000,Kandy,Kandy,Information Technology - Horizon Campus,kandy
abhishek.patil04,Maths,Architecture,150000,Gampaha,Nittambuwa,Architects - Sri Lanka Institute of Architects,
gyanchand,Arts,Designing,140000,Colombo,Thalawathugoda,Professional Design - National Institute of Business Management,
umang1292,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
darthvader734,Commerce,Business,100000,Matara,Matara,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
nileshagrawal14890,Arts,Humanities & Science,120000,Galle,Galle,Law - Sri Lanka Institute of Information Technology(SLIIT),
Jothin,Maths,Engineering,120000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
pavan.naik123,Commerce,Business,120000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
ksr4a0,Commerce,Business,180000,Colombo,Moratuwa,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
viki00762,Arts,Computing,150000,Kalutara,Panadura,Computer Science - General Sir John Kotelawala Defence University,
guhansairam,Maths,Engineering,90000,Colombo,Koswatta,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
pinkesh13,Maths,Engineering,125000,Kandy,Kandy,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
lajapathy,Arts,Designing,120000,Colombo,Koswatta,Fashion Design - National Institute of Business Management,
aditya.pr,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
piyush1189,Maths,Computing,150000,Colombo,Malabe,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sasa1,Science,Business,150000,Colombo,Kottawa,HR Management - NSBM Green University,
enthusiastic,Arts,Music & Drama,100000,Kandy,Pilimathalawa,Music - university of visual and performing arts,
kbman,Commerce,Computing,180000,Colombo,Kottawa,Computer Science - General Sir John Kotelawala Defence University,
abhigoyal1989,Arts,Designing,150000,Kandy,Kandy,Fashion Design - National Institute of Business Management,
ckmnitr,Maths,Computing,100000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
GP1702,Technology,Engineering,150000,Kandy,Kandy,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
gulsher,Arts,Computing,150000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
bhargavbull13,Science,Computing,100000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
chandumu,Commerce,Engineering,120000,Gampaha,Nittambuwa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sim31,Maths,Computing,175000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
raviteja8692,Maths,Business,180000,Colombo,Rathmalana,HR Management - BMS Business Management School,
karanbir_1993,Maths,Engineering,100000,Kandy,Kandy,Computer System Engineering - NSBM Green University,
Kurukunda,Maths,Business,220000,Colombo,Koswatta,HR Management - BMS Business Management School,
pratcoep,Maths,Computing,125000,Gampaha,Negombo,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
naga aditya,Maths,Computing,175000,Kurunagala,Polgasowita,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
prashantsingh91,Science,Humanities & Science,100000,Kandy,Kandy,Physical Science - Horizon Campus,
anki58,Science,Engineering,150000,Colombo,Thalawathugoda,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
srinigrass,Arts,Humanities & Science,125000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
anupamgoel7,Science,Architecture,150000,Kandy,Peradeniya,Architects - Sri Lanka Institute of Information Technology(SLIIT),
div10,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
auj_89,Commerce,Computing,180000,Kalutara,Panadura,Computer Science - Australian College of Business and Technology(ACBT),
scl848,Science,Computing,125000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
snehakokil,Arts,Computing,200000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
tviknesh,Commerce,Business,120000,Colombo,Homagama,HR Management - NSBM Green University,
biswadeepp,Arts,Engineering,180000,Colombo,Kottawa,Automotive Engineering - ICBT,
viraajn,Commerce,Hospitality & Culinary,120000,Colombo,Kottawa,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
jennyfedex,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
pri10,Maths,Architecture,90000,Kalutara,Panadura,Architects - General Sir John Kotelawala Defence University,
shravanvijay,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
paridevi,Arts,Computing,190000,Colombo,Homagama,Computer Networks - NSBM Green University,
uniq.yogesh,Commerce,Computing,150000,Gampaha,Negombo,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
paviram,Arts,Designing,100000,Matara,Matara,Fashion Design - National Institute of Business Management,
airborne040689,Maths,Architecture,120000,Colombo,Koswatta,Architects - Sri Lanka Institute of Architects,
priyakusuma,Commerce,Business,180000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
Nicky_amal,Commerce,Humanities & Science,175000,Colombo,Thalawathugoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
karthikeyanmani,Arts,Computing,175000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
siri_mallampati,Commerce,Business,170000,Anuradhapura,Anuradhapura,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
supermanks,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ShadyelHusseiny,Arts,Business,160000,Galle,Galle,International Management - BMS Business Management School,
trashers,Science,Computing,175000,Galle,Galle,Computer Science - General Sir John Kotelawala Defence University,
ksm,Science,Agriculture,100000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
mahesh4eva,Science,Architecture,150000,Kandy,Peradeniya,Architects - Sri Lanka Institute of Information Technology(SLIIT),
Sharan1909,Maths,Computing,190000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
vishnunair7,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
pednekarneil,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
kush5211,Science,Computing,150000,Galle,Hikkaduwa,Computer Science - General Sir John Kotelawala Defence University,
PompyK,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
narenb93,Maths,Architecture,100000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
pushkarjsh88,Arts,Humanities & Science,180000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
!mpulse,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
rohitvk,Commerce,Engineering,120000,Gampaha,Nittambuwa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
bean,Science,Computing,220000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
meenakshis87,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
joindeepan,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
kiranrnandanan,Arts,Business,175000,Colombo,Avissawella,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
atulmantri,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
Cici Cao,Commerce,Business,175000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
akashneon,Maths,Computing,160000,Mannar,Mannar,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
foreverursankur,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
vishnus88,Maths,Business,100000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
itvforthewin,Technology,Engineering,150000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
Dheepak23,Commerce,Computing,175000,Colombo,Kottawa,Computer Science - NSBM Green University,
shah0516,Arts,Computing,180000,Colombo,Moratuwa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
Rajarajan_11,Arts,Computing,175000,Matara,Matara,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),matara
NancyK,Arts,Music & Drama,90000,Colombo,Rathmalana,Visual Arts - university of visual and performing arts,
abhayath,Science,Business,100000,Colombo,Malabe,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
roms4788,Commerce,Computing,85000,Hambantota,Hambantota,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
shahbhagyashree14,Arts,Business,100000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
mlsmitha,Arts,Business,150000,Kalutara,Panadura,HND - IDM University,
sg0811,Science,Business,175000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
paradox_13,Maths,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
apocalypticus,Arts,Business,120000,Colombo,Kottawa,Marketing management - NSBM Green University,
karandk,Maths,Computing,100000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
kartikaygarg,Commerce,Computing,120000,Colombo,Thalawathugoda,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
soumya3012,Maths,Engineering,140000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
prachi.dhir,Arts,Business,150000,Kalutara,Panadura,HND - IDM University,
Dhruv1992,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
beefcake,Commerce,Computing,150000,Colombo,Koswatta,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
venkiboy,Arts,Business,120000,Matara,Matara,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
Vishallavi,Arts,Computing,180000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
sangamkumar91,Maths,Computing,150000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sri7san,Science,Agriculture,100000,Kandy,Kandy,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
eternalgod,Arts,Humanities & Science,100000,Kandy,Kandy,LLB - Horizon Campus,
archie31,Arts,Business,90000,Matara,Matara,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
naveengcool,Science,Agriculture,100000,Kandy,Kandy,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
Pr@chi,Maths,Engineering,140000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
nibirbora,Maths,Computing,175000,Matara,Matara,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
